8,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
8,"t","Honey:  Price by Color Class, United States, 2003-04 1/"
8,"h","","","","","","",""
8,"h","","Price","Price","Price","Price","Price","Price"
3,"d","MN",120,74,8880,1598,90,7992
3,"d","MS",16,80,1280,346,67,858
3,"d","MO",15,50,750,180,122,915
3,"d","MT",130,67,8710,3136,86,7491
3,"d","NE",40,68,2720,2530,87,2366
3,"d","NV",12,46,552,442,311,1717
3,"d","NJ",12,32,384,104,120,461
3,"d","NM",7,49,343,113,103,353
3,"d","NY",59,73,4307,2283,134,5771
3,"d","NC",10,54,540,146,188,1015
3,"d","ND",370,91,33670,8418,83,27946
3,"d","OH",15,69,1035,580,140,1449
3,"d","OR",39,42,1638,557,108,1769
3,"d","PA",28,56,1568,800,112,1756
3,"d","SD",220,79,17380,11818,83,14425
3,"d","TN",7,55,385,92,167,643
3,"d","TX",84,71,5964,954,86,5129
3,"d","UT",24,45,1080,346,95,1026
3,"d","VT",6,91,546,169,112,612
3,"d","VA",8,37,296,59,220,651
3,"d","WA",51,55,2805,1935,101,2833
3,"d","WV",8,51,408,102,129,526
3,"d","WI",64,83,5312,2922,114,6056
3,"d","WY",40,56,2240,291,89,1994
3,"d","",,,,,,
3,"d","Oth",,,,,,
3,"d"," Sts 6/",15,43,645,268,241,1554
3,"d","",,,,,,
3,"d","US 7/ 8/",2409,72.5,174614,62455,92.2,160994
3,"c",""
3,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
3,"f","2/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year.  It is possible to take honey from colonies which did not survive the entire year."
3,"f","3/  Stocks held by producers."
3,"f","4/  Average price per pound based on expanded sales."
3,"f","5/  Value of production is equal to production multiplied by average price per pound."
3,"f","6/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
3,"f","7/  Due to rounding, total colonies multiplied by total yield may not equal production."
3,"f","8/  Summation of States will not equal U.S. level value of production."
4,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
4,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
4,"t","and Value by State and United States, 2006 1/"
4,"h","","","","","","",""
4,"h","","Honey","Yield","","","Average","Value"
4,"h","State","Producing","per","Production","Stocks","Price per","of"
4,"h","","Colonies 2/","Colony","","Dec 15 3/","Pound 4/","Production 5/"
4,"h","","","","","","",""
4,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
4,"d","AL",11,72,792,230,121,958
4,"d","AZ",30,65,1950,839,91,1775
4,"d","AR",32,76,2432,730,89,2164
4,"d","CA",380,52,19760,7706,97,19167
4,"d","CO",36,75,2700,1458,104,2808
4,"d","FL",170,81,13770,1790,100,13770
4,"d","GA",63,74,4662,746,120,5594
4,"d","HI",10,93,930,233,121,1125
4,"d","ID",95,44,4180,2592,97,4055
4,"d","IL",10,66,660,356,214,1412
4,"d","IN",7,54,378,125,158,597
4,"d","IA",26,84,2184,1441,137,2992
4,"d","KS",14,55,770,246,117,901
4,"d","KY",5,56,280,70,219,613
4,"d","LA",30,90,2700,675,90,2430
4,"d","ME",11,23,253,86,160,405
4,"d","MI",72,55,3960,2099,115,4554
4,"d","MN",125,80,10000,3300,94,9400
4,"d","MS",14,98,1372,453,93,1276
4,"d","MO",15,46,690,117,98,676
4,"d","MT",132,79,10428,1981,95,9907
4,"d","NE",47,73,3431,3843,93,3191
4,"d","NV",9,37,333,50,362,1205
4,"d","NJ",9,36,324,152,114,369
4,"d","NM",7,48,336,104,119,400
4,"d","NY",58,64,3712,2376,130,4826
4,"d","NC",10,50,500,215,157,785
4,"d","ND",350,74,25900,7770,91,23569
4,"d","OH",14,56,784,282,140,1098
4,"d","OR",46,48,2208,729,105,2318
4,"d","PA",28,40,1120,605,163,1826
4,"d","SD",225,47,10575,10575,94,9941
4,"d","TN",7,55,385,58,184,708
4,"d","TX",82,70,5740,976,89,5109
4,"d","UT",26,50,1300,299,98,1274
4,"d","VT",6,56,336,144,120,403
4,"d","VA",8,42,336,114,220,739
4,"d","WA",49,52,2548,1605,124,3160
4,"d","WV",6,42,252,68,202,509
4,"d","WI",64,93,5952,2500,112,6666
4,"d","WY",39,85,3315,497,98,3249
4,"d","",,,,,,
4,"d","Oth",,,,,,
4,"d"," Sts 6/",16,42,672,249,238,1599
4,"d","",,,,,,
4,"d","US 7/ 8/",2394,64.7,154910,60484,100.5,155685
4,"c",""
4,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
4,"f","2/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year.  It is possible to take honey from colonies which did not survive the entire year."
4,"f","3/  Stocks held by producers."
4,"f","4/  Average price per pound based on expanded sales."
4,"f","5/  Value of production is equal to production multiplied by average price per pound."
4,"f","6/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
4,"f","7/  Due to rounding, total colonies multiplied by total yield may not equal production."
4,"f","8/  Summation of States will not equal U.S. level value of production."
5,"t","Honey Final Estimates 2003-2007: Released March 13, 2009, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
5,"t","Honey:  Number of Colonies, Yield, Production, Stocks, Price,"
5,"t","and Value by State and United States, 2007 1/"
5,"h","","","","","","",""
5,"h","","Honey","Yield","","","Average","Value"
5,"h","State","Producing","per","Production","Stocks","Price per","of"
5,"h","","Colonies 2/","Colony","","Dec 15 3/","Pound 4/","Production 5/"
5,"h","","","","","","",""
5,"u","","1,000","Pounds","1,000 Pounds","1,000 Pounds","Cents","1,000 Dollars"
5,"d","AL",11,56,616,209,149,918
5,"d","AZ",30,64,1920,902,126,2419
5,"d","AR",28,80,2240,672,95,2128
5,"d","CA",340,40,13600,3672,104,14144
5,"d","CO",31,51,1581,838,115,1818
5,"d","FL",160,71,11360,1363,99,11246
5,"d","GA",60,58,3480,522,119,4141
5,"d","HI",10,92,920,285,170,1564
5,"d","ID",92,41,3772,1848,115,4338
5,"d","IL",9,63,567,374,249,1412
5,"d","IN",8,53,424,119,150,636
5,"d","IA",26,81,2106,1221,131,2759
5,"d","KS",14,40,560,196,118,661
5,"d","KY",4,61,244,54,212,517
5,"d","LA",29,89,2581,413,108,2787
5,"d","ME",9,26,234,59,132,309
5,"d","MI",72,64,4608,2350,119,5484
5,"d","MN",130,68,8840,2564,104,9194
5,"d","MS",15,92,1380,166,91,1256
5,"d","MO",14,46,644,148,112,721
5,"d","MT",135,68,9180,2479,99,9088
5,"d","NE",45,49,2205,1477,103,2271
5,"d","NV",10,28,280,67,299,837
5,"d","NJ",9,57,513,185,196,1005
5,"d","NM",6,59,354,138,142,503
5,"d","NY",53,57,3021,1843,138,4169
5,"d","NC",12,45,540,76,249,1345
5,"d","ND",420,74,31080,9013,96,29837
5,"d","OH",14,61,854,376,177,1512
5,"d","OR",46,43,1978,1088,131,2591
5,"d","PA",25,42,1050,326,170,1785
5,"d","SD",255,52,13260,10608,102,13525
5,"d","TN",7,65,455,114,199,905
5,"d","TX",105,82,8610,1550,96,8266
5,"d","UT",28,42,1176,270,113,1329
5,"d","VT",5,64,320,96,170,544
5,"d","VA",6,46,276,63,243,671
5,"d","WA",46,44,2024,648,125,2530
5,"d","WV",6,48,288,95,209,602
5,"d","WI",60,84,5040,3024,122,6149
5,"d","WY",43,80,3440,894,100,3440
5,"d","",,,,,,
5,"d","Oth",,,,,,
5,"d"," Sts 6/",15,48,720,230,266,1915
5,"d","",,,,,,
5,"d","US 7/ 8/",2443,60.7,148341,52635,107.7,159763
5,"c",""
5,"f","1/  For producers with 5 or more colonies.  Colonies which produced honey in more than one State were counted in each State."
5,"f","2/  Honey producing colonies are the maximum number of colonies from which honey was taken during the year.  It is possible to take honey from colonies which did not survive the entire year."
5,"f","3/  Stocks held by producers."
5,"f","4/  Average price per pound based on expanded sales."
5,"f","5/  Value of production is equal to production multiplied by average price per pound."
5,"f","6/  CT, DE, MD, MA, NH, OK, RI, and SC not published separately to avoid disclosing data for individual operations."
5,"f","7/  Due to rounding, total colonies multiplied by total yield may not equal production."
5,"f","8/  Summation of States will not equal U.S. level value of production."
